protein	scaffold	accession	name
GCA_025728615___contig_3_fragment_1_31	GCA_025728615___contig_3_fragment_1	None	hypothetical protein
GCA_025728615___contig_3_fragment_1_32	GCA_025728615___contig_3_fragment_1	VOG10295	REFSEQ hypothetical protein
GCA_025728615___contig_3_fragment_1_33	GCA_025728615___contig_3_fragment_1	VOG10294	REFSEQ hypothetical protein
GCA_025728615___contig_3_fragment_1_34	GCA_025728615___contig_3_fragment_1	VOG00404	sp|P9WGD4|SSB_MYCTO Single-stranded DNA-binding protein
GCA_025728615___contig_3_fragment_1_35	GCA_025728615___contig_3_fragment_1	None	hypothetical protein
GCA_025728615___contig_3_fragment_1_36	GCA_025728615___contig_3_fragment_1	K02086	dnaD; DNA replication protein
GCA_025728615___contig_3_fragment_1_37	GCA_025728615___contig_3_fragment_1	PF16784.5	Putative HNHc nuclease
GCA_025728615___contig_3_fragment_1_38	GCA_025728615___contig_3_fragment_1	VOG09746	sp|P04892|ERF_BPP22 Essential recombination function protein
GCA_025728615___contig_3_fragment_1_39	GCA_025728615___contig_3_fragment_1	VOG11084	REFSEQ hypothetical protein
GCA_025728615___contig_3_fragment_1_40	GCA_025728615___contig_3_fragment_1	None	hypothetical protein
GCA_025728615___contig_3_fragment_1_41	GCA_025728615___contig_3_fragment_1	None	hypothetical protein
GCA_025728615___contig_3_fragment_1_42	GCA_025728615___contig_3_fragment_1	None	hypothetical protein
GCA_025728615___contig_3_fragment_1_43	GCA_025728615___contig_3_fragment_1	None	hypothetical protein
GCA_025728615___contig_3_fragment_1_44	GCA_025728615___contig_3_fragment_1	VOG10124	sp|O34449|YOQD_BACSU SPBc2 prophage-derived putative antirepressor protein YoqD
GCA_025728615___contig_3_fragment_1_45	GCA_025728615___contig_3_fragment_1	PF01381.22	Helix-turn-helix
GCA_025728615___contig_3_fragment_1_46	GCA_025728615___contig_3_fragment_1	VOG20253	REFSEQ hypothetical protein
GCA_025728615___contig_3_fragment_1_47	GCA_025728615___contig_3_fragment_1	None	hypothetical protein
GCA_025728615___contig_3_fragment_1_48	GCA_025728615___contig_3_fragment_1	None	hypothetical protein
GCA_025728615___contig_3_fragment_1_49	GCA_025728615___contig_3_fragment_1	K06400	spoIVCA; site-specific DNA recombinase
MP_ONT231___contig_1_fragment_1_53	MP_ONT231___contig_1_fragment_1	VOG00041	sp|O10330|VLF1_NPVOP Very late expression factor 1
MP_ONT231___contig_1_fragment_1_54	MP_ONT231___contig_1_fragment_1	VOG02135	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_1_55	MP_ONT231___contig_1_fragment_1	VOG20253	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_1_56	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_57	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_58	MP_ONT231___contig_1_fragment_1	PF09669.10	Phage regulatory protein Rha (Phage_pRha)
MP_ONT231___contig_1_fragment_1_59	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_60	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_61	MP_ONT231___contig_1_fragment_1	K07741	antB; anti-repressor protein
MP_ONT231___contig_1_fragment_1_62	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_63	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_64	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_65	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_66	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_67	MP_ONT231___contig_1_fragment_1	VOG02181	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_1_68	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_69	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_70	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_71	MP_ONT231___contig_1_fragment_1	PF13412.6	Winged helix-turn-helix DNA-binding
MP_ONT231___contig_1_fragment_1_72	MP_ONT231___contig_1_fragment_1	VOG01036	sp|C0SP91|YYCJ_BACSU Putative metallo-hydrolase YycJ
MP_ONT231___contig_1_fragment_1_73	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_74	MP_ONT231___contig_1_fragment_1	VOG12256	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_1_75	MP_ONT231___contig_1_fragment_1	VOG24297	REFSEQ gp30
MP_ONT231___contig_1_fragment_1_76	MP_ONT231___contig_1_fragment_1	VOG00674	REFSEQ putative DNA polymerase
MP_ONT231___contig_1_fragment_1_77	MP_ONT231___contig_1_fragment_1	VOG24298	REFSEQ gp32
MP_ONT231___contig_1_fragment_1_78	MP_ONT231___contig_1_fragment_1	VOG00065	sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region
MP_ONT231___contig_1_fragment_1_79	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_80	MP_ONT231___contig_1_fragment_1	VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA
MP_ONT231___contig_1_fragment_1_81	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_82	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_83	MP_ONT231___contig_1_fragment_1	VOG00962	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_1_84	MP_ONT231___contig_1_fragment_1	VOG00687	REFSEQ terminase small subunit
MP_ONT231___contig_1_fragment_1_85	MP_ONT231___contig_1_fragment_1	VOG04497	REFSEQ putative terminase small subunit
MP_ONT231___contig_1_fragment_1_86	MP_ONT231___contig_1_fragment_1	PF04860.12	Phage portal protein
MP_ONT231___contig_1_fragment_1_87	MP_ONT231___contig_1_fragment_1	K06904	K06904; uncharacterized protein
MP_ONT231___contig_1_fragment_1_88	MP_ONT231___contig_1_fragment_1	VOG13487	REFSEQ major capsid L
MP_ONT231___contig_1_fragment_1_89	MP_ONT231___contig_1_fragment_1	VOG00181	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_1_90	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_91	MP_ONT231___contig_1_fragment_1	VOG03575	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_1_92	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_93	MP_ONT231___contig_1_fragment_1	VOG01397	REFSEQ major tail protein
MP_ONT231___contig_1_fragment_1_94	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_95	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_96	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_97	MP_ONT231___contig_1_fragment_1	VOG04056	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_1_98	MP_ONT231___contig_1_fragment_1	VOG01075	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_1_99	MP_ONT231___contig_1_fragment_1	PF06605.11	Prophage endopeptidase tail
MP_ONT231___contig_1_fragment_1_100	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_101	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_102	MP_ONT231___contig_1_fragment_1	VOG18935	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_1_103	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_104	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_105	MP_ONT231___contig_1_fragment_1	PF09693.10	Phage uncharacterised protein (Phage_XkdX)
MP_ONT231___contig_1_fragment_1_106	MP_ONT231___contig_1_fragment_1	PF10779.9	Haemolysin XhlA
MP_ONT231___contig_1_fragment_1_107	MP_ONT231___contig_1_fragment_1	PF16938.5	Putative phage holin Dp-1
MP_ONT231___contig_1_fragment_1_108	MP_ONT231___contig_1_fragment_1	K07273	acm; lysozyme
MP_ONT231___contig_1_fragment_1_109	MP_ONT231___contig_1_fragment_1	None	hypothetical protein
MP_ONT231___contig_1_fragment_1_110	MP_ONT231___contig_1_fragment_1	VOG14226	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_7_734	MP_ONT231___contig_1_fragment_7	PF05382.13	Bacteriophage peptidoglycan hydrolase
MP_ONT231___contig_1_fragment_7_735	MP_ONT231___contig_1_fragment_7	PF16938.5	Putative phage holin Dp-1
MP_ONT231___contig_1_fragment_7_736	MP_ONT231___contig_1_fragment_7	None	hypothetical protein
MP_ONT231___contig_1_fragment_7_737	MP_ONT231___contig_1_fragment_7	None	hypothetical protein
MP_ONT231___contig_1_fragment_7_738	MP_ONT231___contig_1_fragment_7	None	hypothetical protein
MP_ONT231___contig_1_fragment_7_739	MP_ONT231___contig_1_fragment_7	None	hypothetical protein
MP_ONT231___contig_1_fragment_7_740	MP_ONT231___contig_1_fragment_7	VOG13479	REFSEQ gp067
MP_ONT231___contig_1_fragment_7_741	MP_ONT231___contig_1_fragment_7	VOG00824	REFSEQ putative antireceptor
MP_ONT231___contig_1_fragment_7_742	MP_ONT231___contig_1_fragment_7	VOG00097	sp|O48459|DIT_BPSPP Distal tail protein
MP_ONT231___contig_1_fragment_7_743	MP_ONT231___contig_1_fragment_7	VOG02632	REFSEQ gp14
MP_ONT231___contig_1_fragment_7_744	MP_ONT231___contig_1_fragment_7	VOG01394	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_7_745	MP_ONT231___contig_1_fragment_7	PF12363.8	"Phage tail assembly chaperone protein, TAC"
MP_ONT231___contig_1_fragment_7_746	MP_ONT231___contig_1_fragment_7	VOG00149	sp|A9CRB8|TAIL_BPMR1 Putative tail protein
MP_ONT231___contig_1_fragment_7_747	MP_ONT231___contig_1_fragment_7	VOG00743	sp|O48448|COMPL_BPSPP Tail completion protein gp17
MP_ONT231___contig_1_fragment_7_748	MP_ONT231___contig_1_fragment_7	None	hypothetical protein
MP_ONT231___contig_1_fragment_7_749	MP_ONT231___contig_1_fragment_7	None	hypothetical protein
MP_ONT231___contig_1_fragment_7_750	MP_ONT231___contig_1_fragment_7	K22994	pelX; pectate disaccharide-lyase [EC:4.2.2.9]
MP_ONT231___contig_1_fragment_7_751	MP_ONT231___contig_1_fragment_7	VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA
MP_ONT231___contig_1_fragment_7_752	MP_ONT231___contig_1_fragment_7	None	hypothetical protein
MP_ONT231___contig_1_fragment_7_753	MP_ONT231___contig_1_fragment_7	None	hypothetical protein
MP_ONT231___contig_1_fragment_7_754	MP_ONT231___contig_1_fragment_7	VOG00459	REFSEQ putative CI-like transcriptional repressor
MP_ONT231___contig_1_fragment_7_755	MP_ONT231___contig_1_fragment_7	None	hypothetical protein
MP_ONT231___contig_1_fragment_7_756	MP_ONT231___contig_1_fragment_7	K09022	"ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]"
MP_ONT231___contig_1_fragment_7_757	MP_ONT231___contig_1_fragment_7	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-]
MP_ONT231___contig_1_fragment_9_1149	MP_ONT231___contig_1_fragment_9	VOG04056	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_9_1150	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1151	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1152	MP_ONT231___contig_1_fragment_9	VOG01397	REFSEQ major tail protein
MP_ONT231___contig_1_fragment_9_1153	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1154	MP_ONT231___contig_1_fragment_9	VOG03575	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_9_1155	MP_ONT231___contig_1_fragment_9	VOG00066	sp|O48446|HCP16_BPSPP Head completion protein gp16
MP_ONT231___contig_1_fragment_9_1156	MP_ONT231___contig_1_fragment_9	VOG00181	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_9_1157	MP_ONT231___contig_1_fragment_9	VOG13487	REFSEQ major capsid L
MP_ONT231___contig_1_fragment_9_1158	MP_ONT231___contig_1_fragment_9	K06904	K06904; uncharacterized protein
MP_ONT231___contig_1_fragment_9_1159	MP_ONT231___contig_1_fragment_9	PF04860.12	Phage portal protein
MP_ONT231___contig_1_fragment_9_1160	MP_ONT231___contig_1_fragment_9	VOG04497	REFSEQ putative terminase small subunit
MP_ONT231___contig_1_fragment_9_1161	MP_ONT231___contig_1_fragment_9	VOG00687	REFSEQ terminase small subunit
MP_ONT231___contig_1_fragment_9_1162	MP_ONT231___contig_1_fragment_9	VOG00962	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_9_1163	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1164	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1165	MP_ONT231___contig_1_fragment_9	VOG01156	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_9_1166	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1167	MP_ONT231___contig_1_fragment_9	VOG01162	sp|O34055|ARPU_BPO12 Putative autolysin regulatory protein ArpU
MP_ONT231___contig_1_fragment_9_1168	MP_ONT231___contig_1_fragment_9	VOG00404	sp|P9WGD4|SSB_MYCTO Single-stranded DNA-binding protein
MP_ONT231___contig_1_fragment_9_1169	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1170	MP_ONT231___contig_1_fragment_9	VOG21431	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_9_1171	MP_ONT231___contig_1_fragment_9	PF16784.5	Putative HNHc nuclease
MP_ONT231___contig_1_fragment_9_1172	MP_ONT231___contig_1_fragment_9	VOG01757	REFSEQ AAA ATPase
MP_ONT231___contig_1_fragment_9_1173	MP_ONT231___contig_1_fragment_9	VOG11084	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_9_1174	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1175	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1176	MP_ONT231___contig_1_fragment_9	VOG02181	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_9_1177	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1178	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1179	MP_ONT231___contig_1_fragment_9	K07741	antB; anti-repressor protein
MP_ONT231___contig_1_fragment_9_1180	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1181	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1182	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1183	MP_ONT231___contig_1_fragment_9	K07741	antB; anti-repressor protein
MP_ONT231___contig_1_fragment_9_1184	MP_ONT231___contig_1_fragment_9	VOG14084	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_9_1185	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1186	MP_ONT231___contig_1_fragment_9	PF01381.22	Helix-turn-helix
MP_ONT231___contig_1_fragment_9_1187	MP_ONT231___contig_1_fragment_9	VOG20253	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_9_1188	MP_ONT231___contig_1_fragment_9	None	hypothetical protein
MP_ONT231___contig_1_fragment_9_1189	MP_ONT231___contig_1_fragment_9	VOG00041	sp|O10330|VLF1_NPVOP Very late expression factor 1
MP_ONT231___contig_1_fragment_11_1310	MP_ONT231___contig_1_fragment_11	PF05382.13	Bacteriophage peptidoglycan hydrolase
MP_ONT231___contig_1_fragment_11_1311	MP_ONT231___contig_1_fragment_11	PF16938.5	Putative phage holin Dp-1
MP_ONT231___contig_1_fragment_11_1312	MP_ONT231___contig_1_fragment_11	PF10779.9	Haemolysin XhlA
MP_ONT231___contig_1_fragment_11_1313	MP_ONT231___contig_1_fragment_11	None	hypothetical protein
MP_ONT231___contig_1_fragment_11_1314	MP_ONT231___contig_1_fragment_11	None	hypothetical protein
MP_ONT231___contig_1_fragment_11_1315	MP_ONT231___contig_1_fragment_11	VOG13479	REFSEQ gp067
MP_ONT231___contig_1_fragment_11_1316	MP_ONT231___contig_1_fragment_11	VOG00824	REFSEQ putative antireceptor
MP_ONT231___contig_1_fragment_11_1317	MP_ONT231___contig_1_fragment_11	None	hypothetical protein
MP_ONT231___contig_1_fragment_11_1318	MP_ONT231___contig_1_fragment_11	VOG02333	REFSEQ tail tape measure protein
MP_ONT231___contig_1_fragment_11_1319	MP_ONT231___contig_1_fragment_11	None	hypothetical protein
MP_ONT231___contig_1_fragment_11_1320	MP_ONT231___contig_1_fragment_11	VOG01397	REFSEQ major tail protein
MP_ONT231___contig_1_fragment_11_1321	MP_ONT231___contig_1_fragment_11	VOG00973	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_11_1322	MP_ONT231___contig_1_fragment_11	VOG23091	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_11_1323	MP_ONT231___contig_1_fragment_11	VOG23090	REFSEQ head-tail adaptor
MP_ONT231___contig_1_fragment_11_1324	MP_ONT231___contig_1_fragment_11	VOG23089	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_11_1325	MP_ONT231___contig_1_fragment_11	PF05065.13	Phage capsid family
MP_ONT231___contig_1_fragment_11_1326	MP_ONT231___contig_1_fragment_11	K06904	K06904; uncharacterized protein
MP_ONT231___contig_1_fragment_11_1327	MP_ONT231___contig_1_fragment_11	PF04860.12	Phage portal protein
MP_ONT231___contig_1_fragment_11_1328	MP_ONT231___contig_1_fragment_11	PF03354.15	Phage Terminase
MP_ONT231___contig_1_fragment_11_1329	MP_ONT231___contig_1_fragment_11	None	hypothetical protein
MP_ONT231___contig_1_fragment_11_1330	MP_ONT231___contig_1_fragment_11	VOG00679	REFSEQ HNH endonuclease
MP_ONT231___contig_1_fragment_11_1331	MP_ONT231___contig_1_fragment_11	None	hypothetical protein
MP_ONT231___contig_1_fragment_11_1332	MP_ONT231___contig_1_fragment_11	VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA
MP_ONT231___contig_1_fragment_11_1333	MP_ONT231___contig_1_fragment_11	VOG00724	sp|P10277|PRIM_BPP4 Putative P4-specific DNA primase
MP_ONT231___contig_1_fragment_11_1334	MP_ONT231___contig_1_fragment_11	VOG00674	REFSEQ putative DNA polymerase
MP_ONT231___contig_1_fragment_11_1335	MP_ONT231___contig_1_fragment_11	None	hypothetical protein
MP_ONT231___contig_1_fragment_11_1336	MP_ONT231___contig_1_fragment_11	None	hypothetical protein
MP_ONT231___contig_1_fragment_11_1337	MP_ONT231___contig_1_fragment_11	VOG03001	REFSEQ hypothetical protein
MP_ONT231___contig_1_fragment_11_1338	MP_ONT231___contig_1_fragment_11	PF13479.6	AAA domain
MP_ONT231___contig_1_fragment_11_1339	MP_ONT231___contig_1_fragment_11	None	hypothetical protein
