protein	scaffold	KO	AMG	KO name	KO evalue	KO score	KO v-score	Pfam	Pfam name	Pfam evalue	Pfam score	Pfam v-score	VOG	VOG name	VOG evalue	VOG score	VOG v-score
GCA_004001225___contig_1_fragment_6_845	GCA_004001225___contig_1_fragment_6	K07741		antB; anti-repressor protein	2.8999999999999996e-23	82.3	2.25	PF08346.12	AntA/AntB antirepressor	1.1e-13	47.9	0.31					
GCA_004001225___contig_1_fragment_6_846	GCA_004001225___contig_1_fragment_6												VOG14084	REFSEQ hypothetical protein	2.3e-27	91.5	0.48
GCA_004001225___contig_1_fragment_6_847	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_848	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_849	GCA_004001225___contig_1_fragment_6	K07741		antB; anti-repressor protein	4.6999999999999995e-21	75.0	2.25	PF02498.17	"BRO family, N-terminal domain"	2.8e-31	104.4	1.68	VOG10124	sp|O34449|YOQD_BACSU SPBc2 prophage-derived putative antirepressor protein YoqD	3.4e-41	137.8	7.43
GCA_004001225___contig_1_fragment_6_850	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_851	GCA_004001225___contig_1_fragment_6	K01356		lexA; repressor LexA [EC:3.4.21.88]	1.4000000000000002e-23	82.8	2.88	PF00717.23	Peptidase S24-like	1.9e-13	46.5	1.35	VOG20253	REFSEQ hypothetical protein	6.500000000000001e-29	96.8	0.66
GCA_004001225___contig_1_fragment_6_852	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_853	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_854	GCA_004001225___contig_1_fragment_6							PF09669.10	Phage regulatory protein Rha (Phage_pRha)	6.6e-29	96.6	1.83	VOG04616	sp|P21417|Y23K_BPP22 Uncharacterized 22.8 kDa protein in gp15-gp3 intergenic region	1.4e-27	93.1	0.49
GCA_004001225___contig_1_fragment_6_855	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_856	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_857	GCA_004001225___contig_1_fragment_6	K22300		"dicA; HTH-type transcriptional regulator, cell division transcriptional repressor"	1.3999999999999998e-16	59.8	2.08	PF01381.22	Helix-turn-helix	1.5e-11	40.5	5.99	VOG02771	sp|P03034|RPC1_LAMBD Repressor protein cI	2.7999999999999998e-12	43.5	10.0
GCA_004001225___contig_1_fragment_6_858	GCA_004001225___contig_1_fragment_6	K14059		int; integrase	1.4999999999999997e-57	194.7	7.0	PF00589.22	Phage integrase family	9.5e-32	106.4	9.33	VOG00041	sp|O10330|VLF1_NPVOP Very late expression factor 1	9.899999999999999e-71	235.0	10.0
GCA_004001225___contig_1_fragment_6_859	GCA_004001225___contig_1_fragment_6	K02003		ABC.CD.A; putative ABC transport system ATP-binding protein	8.9e-76	254.7	0.01	PF00005.27	ABC transporter	4.2999999999999996e-33	111.0	0.13	VOG00385	sp|P03271|PKG1_ADE05 Packaging protein 1	2.6e-36	121.2	0.77
GCA_004001225___contig_1_fragment_9_1156	GCA_004001225___contig_1_fragment_9							PF05382.13	Bacteriophage peptidoglycan hydrolase	1.2e-62	206.3	1.0	VOG02574	sp|O03979|ALYS_BPDP1 Lysin	4e-56	186.8	3.48
GCA_004001225___contig_1_fragment_9_1157	GCA_004001225___contig_1_fragment_9							PF16938.5	Putative phage holin Dp-1	2.4e-31	104.1	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	8.2e-20	67.5	1.0
GCA_004001225___contig_1_fragment_9_1158	GCA_004001225___contig_1_fragment_9																
GCA_004001225___contig_1_fragment_9_1159	GCA_004001225___contig_1_fragment_9																
GCA_004001225___contig_1_fragment_9_1160	GCA_004001225___contig_1_fragment_9																
GCA_004001225___contig_1_fragment_9_1161	GCA_004001225___contig_1_fragment_9																
GCA_004001225___contig_1_fragment_9_1162	GCA_004001225___contig_1_fragment_9																
GCA_004001225___contig_1_fragment_9_1163	GCA_004001225___contig_1_fragment_9							PF10651.9	BppU N-terminal domain	9.7e-37	122.2	1.48	VOG13479	REFSEQ gp067	1.7e-53	177.8	0.52
GCA_004001225___contig_1_fragment_9_1164	GCA_004001225___contig_1_fragment_9												VOG21997	REFSEQ hypothetical protein	1.2999999999999999e-11	40.3	0.18
GCA_004001225___contig_1_fragment_9_1165	GCA_004001225___contig_1_fragment_9							PF18013.1	Phage tail lysozyme	5.199999999999999e-19	65.0	1.0	VOG00824	REFSEQ putative antireceptor	1.1999999999999998e-112	374.0	1.44
GCA_004001225___contig_1_fragment_9_1166	GCA_004001225___contig_1_fragment_9							PF05709.11	Phage tail protein	3.2000000000000003e-20	68.9	3.63	VOG00097	sp|O48459|DIT_BPSPP Distal tail protein	3.7e-35	118.0	5.58
GCA_004001225___contig_1_fragment_9_1167	GCA_004001225___contig_1_fragment_9												VOG02632	REFSEQ gp14	3.3e-27	91.2	8.4
GCA_004001225___contig_1_fragment_9_1168	GCA_004001225___contig_1_fragment_9												VOG01394	REFSEQ hypothetical protein	2.2e-35	118.3	2.22
GCA_004001225___contig_1_fragment_9_1169	GCA_004001225___contig_1_fragment_9							PF12363.8	"Phage tail assembly chaperone protein, TAC"	1.1999999999999998e-38	128.3	1.0	VOG00446	REFSEQ hypothetical protein	4.9999999999999997e-23	78.1	3.96
GCA_004001225___contig_1_fragment_9_1170	GCA_004001225___contig_1_fragment_9							PF06199.11	Phage tail tube protein	3.1e-20	69.0	1.0	VOG00149	sp|A9CRB8|TAIL_BPMR1 Putative tail protein	1.6999999999999996e-39	131.6	5.26
GCA_004001225___contig_1_fragment_9_1171	GCA_004001225___contig_1_fragment_9												VOG00743	sp|O48448|COMPL_BPSPP Tail completion protein gp17	3.6e-19	65.3	4.73
GCA_004001225___contig_1_fragment_9_1172	GCA_004001225___contig_1_fragment_9																
GCA_004001225___contig_1_fragment_9_1173	GCA_004001225___contig_1_fragment_9																
GCA_004001225___contig_1_fragment_9_1174	GCA_004001225___contig_1_fragment_9	K22994	AMG	pelX; pectate disaccharide-lyase [EC:4.2.2.9]	1.0999999999999999e-104	350.6	0	PF13229.6	Right handed beta helix region	5.8e-13	45.3	0.47					
GCA_004001225___contig_1_fragment_9_1175	GCA_004001225___contig_1_fragment_9	K22994	AMG	pelX; pectate disaccharide-lyase [EC:4.2.2.9]	3.4999999999999992e-87	292.7	0										
GCA_004001225___contig_1_fragment_9_1176	GCA_004001225___contig_1_fragment_9												VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA	4.9e-12	42.4	9.06
GCA_004001225___contig_1_fragment_9_1177	GCA_004001225___contig_1_fragment_9																
GCA_004001225___contig_1_fragment_9_1178	GCA_004001225___contig_1_fragment_9																
GCA_004001225___contig_1_fragment_9_1179	GCA_004001225___contig_1_fragment_9	K01356		lexA; repressor LexA [EC:3.4.21.88]	1.2e-24	86.3	2.88	PF00717.23	Peptidase S24-like	3.3999999999999996e-12	42.5	1.35	VOG00459	REFSEQ putative CI-like transcriptional repressor	5.1e-28	94.3	0.49
GCA_004001225___contig_1_fragment_9_1180	GCA_004001225___contig_1_fragment_9																
GCA_004001225___contig_1_fragment_9_1181	GCA_004001225___contig_1_fragment_9	K09022		"ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]"	1.1e-50	172.1	0.02	PF01042.21	Endoribonuclease L-PSP	9.7e-39	128.4	0.02					
GCA_004001225___contig_1_fragment_9_1182	GCA_004001225___contig_1_fragment_9	K02013		ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-]	2.0999999999999996e-103	345.9	0.03	PF00005.27	ABC transporter	2.3999999999999999e-32	108.6	0.13	VOG00385	sp|P03271|PKG1_ADE05 Packaging protein 1	3.2e-38	127.6	0.77
GCA_001047445___contig_8_fragment_3_157	GCA_001047445___contig_8_fragment_3	K14059		int; integrase	2e-50	171.3	7.0	PF00589.22	Phage integrase family	1.5999999999999999e-31	105.7	9.33	VOG00041	sp|O10330|VLF1_NPVOP Very late expression factor 1	1.0999999999999999e-61	205.3	10.0
GCA_001047445___contig_8_fragment_3_158	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_159	GCA_001047445___contig_8_fragment_3							PF07553.11	Host cell surface-exposed lipoprotein	4.899999999999999e-44	144.7	0.32	VOG03321	REFSEQ hypothetical protein	4.4e-40	133.7	0.81
GCA_001047445___contig_8_fragment_3_160	GCA_001047445___contig_8_fragment_3	K01356		lexA; repressor LexA [EC:3.4.21.88]	1.5e-22	79.4	2.88	PF00717.23	Peptidase S24-like	1.7e-13	46.6	1.35	VOG20253	REFSEQ hypothetical protein	2.6000000000000004e-28	94.9	0.66
GCA_001047445___contig_8_fragment_3_161	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_162	GCA_001047445___contig_8_fragment_3	K07741		antB; anti-repressor protein	1.3999999999999996e-68	231.0	2.25	PF03374.14	Phage antirepressor protein KilAC domain	8e-36	119.0	2.71	VOG00572	sp|P19655|ANT_BPP1 Antirepressor protein 1	8.900000000000001e-34	113.2	6.13
GCA_001047445___contig_8_fragment_3_163	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_164	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_165	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_166	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_167	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_168	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_169	GCA_001047445___contig_8_fragment_3							PF03837.14	RecT family	3.1e-39	130.8	2.53	VOG10469	sp|P03698|VBET_LAMBD Recombination protein bet	2.2e-24	82.8	10.0
GCA_001047445___contig_8_fragment_3_170	GCA_001047445___contig_8_fragment_3							PF12684.7	PDDEXK-like domain of unknown function (DUF3799)	4.799999999999999e-79	261.7	2.21	VOG00690	sp|P15032|RECE_ECOLI Exodeoxyribonuclease 8	3.7e-35	117.9	6.89
GCA_001047445___contig_8_fragment_3_171	GCA_001047445___contig_8_fragment_3							PF16784.5	Putative HNHc nuclease	1.6999999999999999e-35	118.7	0.55	VOG00232	sp|P76162|YDFU_ECOLI Uncharacterized protein YdfU	1.9e-30	101.9	2.92
GCA_001047445___contig_8_fragment_3_172	GCA_001047445___contig_8_fragment_3							PF09681.10	N-terminal phage replisome organiser (Phage_rep_org_N)	2.3999999999999997e-33	110.9	1.0	VOG21431	REFSEQ hypothetical protein	1.4999999999999998e-52	174.5	2.25
GCA_001047445___contig_8_fragment_3_173	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_174	GCA_001047445___contig_8_fragment_3	K03111		ssb; single-strand DNA-binding protein	3.3e-44	151.2	4.34	PF00436.25	Single-strand binding protein family	2.1e-36	120.4	4.28	VOG00404	sp|P9WGD4|SSB_MYCTO Single-stranded DNA-binding protein	2e-48	160.6	10.0
GCA_001047445___contig_8_fragment_3_175	GCA_001047445___contig_8_fragment_3												VOG01162	sp|O34055|ARPU_BPO12 Putative autolysin regulatory protein ArpU	5.999999999999999e-34	113.4	4.78
GCA_001047445___contig_8_fragment_3_176	GCA_001047445___contig_8_fragment_3												VOG03001	REFSEQ hypothetical protein	8.1e-25	82.9	0.1
GCA_001047445___contig_8_fragment_3_177	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_178	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_179	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_180	GCA_001047445___contig_8_fragment_3	K07451		mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	2.2999999999999998e-11	42.7	0.95						VOG00962	REFSEQ hypothetical protein	2.8000000000000004e-21	72.3	1.79
GCA_001047445___contig_8_fragment_3_181	GCA_001047445___contig_8_fragment_3							PF05119.12	"Phage terminase, small subunit"	1.3000000000000001e-20	70.0	1.58	VOG00687	REFSEQ terminase small subunit	1.6e-25	86.0	8.56
GCA_001047445___contig_8_fragment_3_182	GCA_001047445___contig_8_fragment_3							PF03354.15	Phage Terminase	5.4e-51	169.8	2.87	VOG04497	REFSEQ putative terminase small subunit	1.0999999999999999e-74	247.2	1.93
GCA_001047445___contig_8_fragment_3_183	GCA_001047445___contig_8_fragment_3							PF04860.12	Phage portal protein	6.399999999999999e-46	153.2	4.78	VOG00236	sp|Q4Z9G3|PORTL_BPTWO Probable portal protein	8.3e-35	117.0	10.0
GCA_001047445___contig_8_fragment_3_184	GCA_001047445___contig_8_fragment_3	K06904		K06904; uncharacterized protein	1.1e-35	122.6	2.41	PF04586.17	Caudovirus prohead serine protease	1.3999999999999999e-36	122.4	1.83	VOG03165	sp|Q6QGD7|PRO_BPT5 Prohead protease	1.1999999999999999e-28	96.6	10.0
GCA_001047445___contig_8_fragment_3_185	GCA_001047445___contig_8_fragment_3							PF05065.13	Phage capsid family	2.6e-24	82.2	5.12	VOG13487	REFSEQ major capsid L	8.9e-90	298.0	1.98
GCA_001047445___contig_8_fragment_3_186	GCA_001047445___contig_8_fragment_3												VOG00181	REFSEQ hypothetical protein	1.4e-13	46.9	7.11
GCA_001047445___contig_8_fragment_3_187	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_188	GCA_001047445___contig_8_fragment_3												VOG03575	REFSEQ hypothetical protein	1.3e-21	73.3	1.72
GCA_001047445___contig_8_fragment_3_189	GCA_001047445___contig_8_fragment_3																
GCA_001047445___contig_8_fragment_3_190	GCA_001047445___contig_8_fragment_3							PF04630.12	Phage tail tube protein	6.900000000000001e-22	74.0	1.0	VOG01397	REFSEQ major tail protein	8.100000000000001e-29	96.8	6.53
GCA_025728695___contig_154_1	GCA_025728695___contig_154																
GCA_025728695___contig_154_2	GCA_025728695___contig_154																
GCA_025728695___contig_154_3	GCA_025728695___contig_154																
GCA_025728695___contig_154_4	GCA_025728695___contig_154							PF10651.9	BppU N-terminal domain	1.9e-30	101.1	1.48	VOG18935	REFSEQ hypothetical protein	8e-36	119.3	0.23
GCA_025728695___contig_133_1	GCA_025728695___contig_133																
GCA_025728695___contig_133_2	GCA_025728695___contig_133																
GCA_025728695___contig_133_3	GCA_025728695___contig_133												VOG01190	REFSEQ hypothetical protein	1.3e-34	115.3	0.76
GCA_025728695___contig_133_4	GCA_025728695___contig_133	K06400		spoIVCA; site-specific DNA recombinase	4.2999999999999994e-119	397.5	2.76	PF00239.21	"Resolvase, N terminal domain"	1.2999999999999998e-43	144.2	3.05	VOG00520	sp|P03015|GIN_BPMU Serine recombinase gin	1.6999999999999996e-108	358.9	10.0
GCA_001047405___contig_1_1	GCA_001047405___contig_1	K22300		"dicA; HTH-type transcriptional regulator, cell division transcriptional repressor"	1.3999999999999998e-16	59.2	2.08	PF01381.22	Helix-turn-helix	9.1e-12	40.5	5.99	VOG02771	sp|P03034|RPC1_LAMBD Repressor protein cI	2e-12	43.3	10.0
GCA_001047405___contig_1_2	GCA_001047405___contig_1	K14059		int; integrase	1.0999999999999999e-57	194.7	7.0	PF00589.22	Phage integrase family	5.6e-32	106.4	9.33	VOG00041	sp|O10330|VLF1_NPVOP Very late expression factor 1	6.099999999999999e-71	235.0	10.0
GCA_001047405___contig_1_3	GCA_001047405___contig_1																
GCA_001047405___contig_1_4	GCA_001047405___contig_1												VOG14094	sp|A0A0H3CCP8|SOCA_CAUVN Antitoxin SocA	1.5e-14	49.6	1.24
GCA_001047405___contig_1_5	GCA_001047405___contig_1							PF10097.9	Predicted membrane protein (DUF2335)	9.4e-15	49.9	0.02	VOG17718	REFSEQ hypothetical protein	9.800000000000001e-14	47.0	0.19
GCA_001047405___contig_1_6	GCA_001047405___contig_1																
GCA_001047405___contig_1_7	GCA_001047405___contig_1																
GCA_001047405___contig_1_8	GCA_001047405___contig_1																
GCA_001047405___contig_1_9	GCA_001047405___contig_1	K07273		acm; lysozyme	2.4999999999999997e-55	186.7	1.23	PF16775.5	Target recognition domain of lytic exoenzyme	4.8e-48	157.3	0.44	VOG23273	REFSEQ endolysin	2.7000000000000003e-28	94.1	1.07
GCA_001047405___contig_1_10	GCA_001047405___contig_1							PF16938.5	Putative phage holin Dp-1	7.9e-31	101.7	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	2.5e-19	65.3	1.0
GCA_001047405___contig_1_11	GCA_001047405___contig_1																
GCA_001047405___contig_1_12	GCA_001047405___contig_1							PF09693.10	Phage uncharacterised protein (Phage_XkdX)	1.8e-17	58.7	1.0	VOG00146	sp|O31968|YOMP_BACSU SPBc2 prophage-derived uncharacterized protein YomP	2.8999999999999997e-17	57.6	3.45
GCA_001047405___contig_1_13	GCA_001047405___contig_1																
GCA_001047405___contig_1_14	GCA_001047405___contig_1																
GCA_001047405___contig_1_15	GCA_001047405___contig_1							PF10651.9	BppU N-terminal domain	2e-35	117.2	1.48	VOG18935	REFSEQ hypothetical protein	1.2999999999999998e-35	118.6	0.23
GCA_001047405___contig_1_16	GCA_001047405___contig_1																
GCA_001047405___contig_1_17	GCA_001047405___contig_1																
GCA_001047405___contig_1_18	GCA_001047405___contig_1							PF06605.11	Prophage endopeptidase tail	1.8e-43	144.5	4.15	VOG00452	REFSEQ hypothetical protein	4.4e-29	97.3	1.98
GCA_001047405___contig_1_19	GCA_001047405___contig_1							PF05709.11	Phage tail protein	2.8999999999999996e-31	104.3	3.63	VOG01075	REFSEQ hypothetical protein	1.1e-36	121.8	2.99
GCA_001047405___contig_1_20	GCA_001047405___contig_1												VOG04056	REFSEQ hypothetical protein	2.1999999999999998e-66	219.9	0.58
GCA_001047405___contig_1_21	GCA_001047405___contig_1												VOG21220	REFSEQ phage tape measure protein	3.4999999999999993e-68	226.0	0.47
GCA_001047405___contig_1_22	GCA_001047405___contig_1																
GCA_001047405___contig_1_23	GCA_001047405___contig_1																
GCA_001047405___contig_1_24	GCA_001047405___contig_1																
GCA_001047405___contig_1_25	GCA_001047405___contig_1							PF04630.12	Phage tail tube protein	1.0000000000000001e-20	69.5	1.0	VOG01397	REFSEQ major tail protein	2.2e-28	94.7	6.53
GCA_001047405___contig_1_26	GCA_001047405___contig_1																
GCA_001047405___contig_1_27	GCA_001047405___contig_1												VOG03575	REFSEQ hypothetical protein	5.700000000000001e-23	77.0	1.72
GCA_001047405___contig_1_28	GCA_001047405___contig_1																
GCA_001047405___contig_1_29	GCA_001047405___contig_1							PF05135.13	Phage gp6-like head-tail connector protein	1.5e-11	40.3	1.0	VOG00181	REFSEQ hypothetical protein	1.7e-14	49.2	7.11
GCA_001047405___contig_1_30	GCA_001047405___contig_1							PF05065.13	Phage capsid family	1.8e-24	82.1	5.12	VOG13487	REFSEQ major capsid L	9.999999999999999e-90	297.1	1.98
GCA_001047405___contig_1_31	GCA_001047405___contig_1	K06904		K06904; uncharacterized protein	8.599999999999999e-48	161.9	2.41	PF04586.17	Caudovirus prohead serine protease	2.8999999999999997e-48	159.6	1.83	VOG03165	sp|Q6QGD7|PRO_BPT5 Prohead protease	7.6e-37	122.7	10.0
GCA_001047405___contig_1_32	GCA_001047405___contig_1							PF04860.12	Phage portal protein	3.8999999999999995e-46	153.2	4.78	VOG00236	sp|Q4Z9G3|PORTL_BPTWO Probable portal protein	1.2e-34	115.8	10.0
GCA_001047405___contig_1_33	GCA_001047405___contig_1							PF03354.15	Phage Terminase	1.5e-38	128.0	2.87	VOG09810	"sp|P17312|TERL_BPT4 Terminase, large subunit"	3.8000000000000005e-21	71.7	10.0
GCA_001047405___contig_1_34	GCA_001047405___contig_1												VOG04497	REFSEQ putative terminase small subunit	1e-33	112.4	1.93
GCA_001047405___contig_1_35	GCA_001047405___contig_1							PF05119.12	"Phage terminase, small subunit"	6.400000000000001e-20	67.0	1.58	VOG00687	REFSEQ terminase small subunit	1e-26	89.2	8.56
