genome_id,Annotated,Proteins,Reference,Size (Kb),component (0.3),component size (0.3),Realm Reference (0.3),Realm Predictions (0.3),network (0.3),component (0.4),component size (0.4),Realm Reference (0.4),Realm Predictions (0.4),network (0.4),component (0.5),component size (0.5),Realm Reference (0.5),Realm Predictions (0.5),network (0.5),component (0.6),component size (0.6),Realm Reference (0.6),Realm Predictions (0.6),network (0.6),component (0.7),component size (0.7),Realm Reference (0.7),Realm Predictions (0.7),network (0.7),realm (prediction),realm (support),order (component),family (component),genus (component),subfamily (component)
NC_049424.1,,52,True,30.247,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049425.1,,55,True,30.132,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049426.1,,55,True,29.454,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049427.1,,209,True,158.639,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049428.1,,218,True,161.502,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049429.1,,39,True,31.978,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,6,25
NC_049430.1,,107,True,75.88,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,335,6.0,Duplodnaviria,Duplodnaviria,,444,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,3,83
NC_049431.1,,98,True,76.918,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,335,6.0,Duplodnaviria,Duplodnaviria,,444,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,3,83
NC_049432.1,,55,True,39.309,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,40,15.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,1,25
NC_049433.1,,209,True,158.143,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049434.1,,55,True,32.575,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049435.1,,85,True,74.675,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,103,10.0,Duplodnaviria,Duplodnaviria,,144,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,2,80
NC_049436.1,,79,True,74.83,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,103,10.0,Duplodnaviria,Duplodnaviria,,144,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,5,80
NC_049437.1,,203,True,157.013,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049438.1,,247,True,165.975,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,211.0,15,112
NC_049439.1,,204,True,157.63,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049440.1,,199,True,154.811,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049441.1,,253,True,166.56,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,211.0,15,112
NC_049442.1,,107,True,71.02,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,251,17.0,Duplodnaviria,Duplodnaviria,,402,17.0,Duplodnaviria,Duplodnaviria,,535,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,8.0,51.0,2,1
NC_049443.1,,195,True,155.297,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049444.1,,92,True,70.408,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,23,81.0,Duplodnaviria,Duplodnaviria,,469,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,85
NC_049445.1,,253,True,168.223,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,211.0,15,112
NC_049446.1,,54,True,32.312,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049447.1,,58,True,31.374,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049448.1,,53,True,39.642,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,1,25
NC_049449.1,,26,True,18.281,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,1,25
NC_049450.1,,46,True,38.322,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,4,25
NC_049451.1,,42,True,34.141,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,5,25
NC_049452.1,,44,True,32.302,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,1,25
NC_049453.1,,50,True,39.086,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,1,25
NC_049454.1,,46,True,33.839,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,1,25
NC_049455.1,,207,True,158.755,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049456.2,,98,True,75.873,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,23,81.0,Duplodnaviria,Duplodnaviria,,51,34.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,13,82
NC_049457.1,,44,True,33.807,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,4,25
NC_049458.1,,199,True,156.329,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049459.1,,45,True,31.123,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,3,25
NC_049460.1,,39,True,30.164,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,250.0,9,27
NC_049461.1,,44,True,31.834,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,4,25
NC_049462.1,,214,True,157.741,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049463.1,,93,True,76.239,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,23,81.0,Duplodnaviria,Duplodnaviria,,136,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,82
NC_049464.1,,256,True,167.547,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,211.0,23,112
NC_049465.1,,78,True,48.201,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,251,17.0,Duplodnaviria,Duplodnaviria,,402,17.0,Duplodnaviria,Duplodnaviria,,771,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,8.0,51.0,0,1
NC_049466.2,,81,True,52.401,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,32,29.0,Duplodnaviria,Duplodnaviria,,55,22.0,Duplodnaviria,Duplodnaviria,,83,22.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,44.0,236.0,4,1
NC_049467.1,,81,True,70.678,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,23,81.0,Duplodnaviria,Duplodnaviria,,469,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,85
NC_049468.1,,79,True,50.782,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,251,17.0,Duplodnaviria,Duplodnaviria,,402,17.0,Duplodnaviria,Duplodnaviria,,612,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,8.0,51.0,2,1
NC_049469.1,,103,True,75.239,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,23,81.0,Duplodnaviria,Duplodnaviria,,51,34.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,3,82
NC_049470.1,,82,True,45.507,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,36,32.0,Duplodnaviria,Duplodnaviria,,60,26.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,16.0,11,55
NC_049471.1,,109,True,68.762,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,251,17.0,Duplodnaviria,Duplodnaviria,,402,17.0,Duplodnaviria,Duplodnaviria,,535,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,8.0,51.0,1,1
NC_049472.1,,214,True,160.795,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049473.1,,76,True,38.85,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,36,32.0,Duplodnaviria,Duplodnaviria,,624,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,9.0,2,59
NC_049474.1,,46,True,29.075,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049475.1,,47,True,28.396,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049476.1,,55,True,32.697,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049477.1,,48,True,33.851,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,140,9.0,Duplodnaviria,Duplodnaviria,,185,8.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,250.0,3,26
NC_049478.1,,104,True,60.205,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,541,2.0,Duplodnaviria,Duplodnaviria,,727,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,8.0,50.0,2,8
NC_049479.1,,249,True,166.21,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,211.0,15,112
NC_049480.1,,55,True,30.832,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049481.1,,55,True,30.162,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049482.1,,45,True,27.642,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049483.1,,54,True,29.652,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049484.1,,56,True,29.218,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049485.1,,62,True,32.653,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049486.1,,59,True,29.34,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049487.1,,56,True,29.925,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049488.1,,47,True,25.327,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049489.1,,105,True,69.061,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,251,17.0,Duplodnaviria,Duplodnaviria,,402,17.0,Duplodnaviria,Duplodnaviria,,535,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,8.0,51.0,2,1
NC_049490.1,,250,True,165.927,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,211.0,15,112
NC_049491.1,,244,True,164.746,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,211.0,15,112
NC_049492.1,,252,True,167.922,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,211.0,15,112
NC_049493.1,,247,True,165.151,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,211.0,15,112
NC_049494.1,,246,True,166.33,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,211.0,15,112
NC_049495.1,,210,True,158.087,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049496.1,,209,True,158.892,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049497.1,,215,True,160.4,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049498.1,,71,True,46.623,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,251,17.0,Duplodnaviria,Duplodnaviria,,402,17.0,Duplodnaviria,Duplodnaviria,,612,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,8.0,51.0,3,1
NC_049499.1,,188,True,143.249,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049500.1,,187,True,144.232,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049501.1,,202,True,151.015,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049502.1,,202,True,156.13,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049503.1,,206,True,156.801,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049504.1,,204,True,157.254,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
