combined	MP_ATCC35311___MP_ATCC35311___Typical	GCA_003966875___DAT561___Atypical	GCA_025728595___2020OR4___Atypical	GCA_025728615___2020OR23___Atypical	GCA_049529675___23_AG_1_325___Atypical	GCA_049529995___22_K_0_S31_1___Atypical	GCA_049530615___22_A_4_06___Atypical	GCA_051488205___2020OR6___Atypical	GCA_001047445___90___Typical	GCA_025728635___2020AB19___Atypical	GCA_025728695___2020BC9___Atypical	GCA_049529775___22_X_1_04___Atypical	GCA_049530795___21_G_3_02___Atypical	GCA_051487725___2020UT9___Atypical	GCA_051487745___2020UT13___Atypical	GCA_051487805___2021SK14___Atypical	MP_BCQMy204___MP_BCQMy204___Atypical	MP_BCQMy205___MP_BCQMy205___Atypical	MP_BCQMy206___MP_BCQMy206___Atypical	MP_BCQMy223___MP_BCQMy223___Atypical	MP_BCQMy224___MP_BCQMy224___Atypical	MP_BCQMy225___MP_BCQMy225___Atypical	GCA_001047515___119___Typical	GCA_004001205___DAT585___Typical	GCA_000747585___S1___Typical	GCA_001047395___49.3___Typical	GCA_001047435___765-6B___Typical	GCA_001047465___764-5B___Typical	GCA_004001225___DAT606___Typical	GCA_009731445___DAT1033___Typical	GCA_001047595___82___Typical	GCA_025728675___2020SK1___Atypical	GCA_049529835___22_O_146___Typical	GCA_001047405___B5___Typical	GCA_001047455___21.1___Typical	GCA_001047525___H6___Typical	GCA_001047545___60___Typical	GCA_001047555___L9___Typical
group_906___DNA gyrase/topoisomerase IV, subunit B___COG0187___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_907___Uncharacterized membrane protein YadS, UPF0324 family___COG2855___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_908___Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase___COG0057___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_909___DTDP-glucose 4,6-dehydratase___K01710___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_90___primosomal protein N'___PRK05580.1-5___PGAP___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_910___Hypothetical___NA___NA___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_911___Recombination protein RecA___K03553___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_913___DNA polymerase III sliding clamp (beta) subunit, PCNA homolog___COG0592___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_914___Lia operon protein LiaG___K11621___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_915___D-alanine--D-alanine ligase___PRK01966.1-5___PGAP___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_916___phosphotransacetylase___PRK09653.1___PGAP___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_917___3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase___COG2876___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_918___Carbohydrate diacid regulator___K02647___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_919___Phosphotransferase system sorbitol-specific IIB component___COG3732___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_91___Penicillin-binding protein 1B___K03693___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_920___Phosphate starvation-inducible protein PhoH and related proteins___K06217___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_921___Selenide, water dikinase___K01008___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_922___Acetyl esterase/lipase___COG0657___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_924___Uncharacterized membrane protein___COG5438___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_925___putrescine carbamoyltransferase___TIGR04384___TIGRFAM___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_926___KHG/KDPG aldolase/sugar kinase fusion protein___trifunc_aldol___PGAP___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_927___DNA-binding transcriptional regulator, LacI/PurR family___COG1609___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_928___branched-chain amino acid aminotransferase___PRK13357.1___PGAP___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_930___Epoxyqueuosine reductase QueG (queuosine biosynthesis)___COG1600___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_931___ribose-phosphate diphosphokinase___PRK02458.1___PGAP___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_932___Domain of unknown function (DUF4822)___PF16103___PFAM___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_933___RNase adapter protein RapZ___K06958___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_934___Cytochrome bd-type quinol oxidase, subunit 2___COG1294___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_935___major head protein___pVOG1887___PVOG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_936___Phosphate/sulfate permease___COG0306___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_937___pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit___TIGR03181___TIGRFAM___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_938___Hypothetical___NA___NA___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_939___Ferredoxin/flavodoxin---NADP+ reductase___K21567___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_93___Translation initiation factor IF-2___K02519___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_940___Citrate lyase synthetase CitC___COG3053___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_941___Aldose 1-epimerase___K01785___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_942___ABC-type Fe3+-siderophore transport system, permease component___COG0609___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_943___integrase___phrog_1___PHROG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_944___Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family___COG1975___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_946___Scyllo-inositol 2-dehydrogenase (NADP+)___K22230___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_947___galactose mutarotase___TIGR02636___TIGRFAM___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_948___LacI family transcriptional regulator, ebg operon repressor___K12113___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_949___ABC-type sulfate/molybdate transport systems, ATPase component___COG1118___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_94___Putative isomerase___K03931___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_950___tail protein___phrog_25111___PHROG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_951___Fructoselysine-6-phosphate deglycase___K19510___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_952___37-kD nucleoid-associated bacterial protein___PF04245___PFAM___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_953___Lipoate-protein ligase A___COG0095___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_955___Xaa-Pro aminopeptidase___COG0006___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_956___Ligand-binding sensor domain___COG4936___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_957___Archaeal/vacuolar-type H+-ATPase subunit C/Vma6___COG1527___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_958___Uncharacterized phage-related protein Lin1244/Lin1753___VOG68488___VOG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_959___DNA polymerase III, delta subunit___COG1466___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_95___Hypothetical___NA___NA___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_960___Surface polysaccharide O-acyltransferase WecH___COG3274___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_961___Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis)___COG0416___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_962___Holliday junction DNA helicase RuvB___K03551___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_963___Predicted PurR-regulated permease PerM___COG0628___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_965___TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha___COG1071___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_966___Threonine synthase___COG0498___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_967___Domain of unknown function (DUF4950)___PF16308___PFAM___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_969___Fermentation-respiration switch esterase FrsA, DUF1100 family___COG1073___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_96___Putative ABC transport system ATP-binding protein___K02003___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_970___Uncharacterized membrane protein YgaE, UPF0421/DUF939 family___COG4129___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_971___Acrylyl-CoA reductase (NADPH)___K19745___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_973___ABC-type Fe3+-siderophore transport system, permease component___COG0609___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_974___Serine-type D-Ala-D-Ala carboxypeptidase___K21469___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_975___Phosphotransferase enzyme family___PF01636___PFAM___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_976___FAD:protein FMN transferase ApbE___COG1477___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_977___manganese-dependent inorganic pyrophosphatase___PRK05427.1___PGAP___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_978___Hypothetical___NA___NA___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_979___ribose-phosphate diphosphokinase___PRK02269.1___PGAP___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_97___DNA uptake channel protein ComEC C-terminal domain, metallo-beta-lactamase superfamily___COG2333___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_981___Diaminopimelate epimerase___COG0253___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_982___tagatose 1,6-diphosphate aldolase___TIGR01232___TIGRFAM___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_983___IS200/IS605 family element RNA-guided endonuclease TnpB___IS200_TnpB___PGAP___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_984___Predicted PurR-regulated permease PerM___COG0628___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_985___tRNA A37 threonylcarbamoyltransferase TsaD___COG0533___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_986___Phosphoglycerate dehydrogenase or related dehydrogenase___COG0111___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_987___Domain of unknown function (DUF4822)___PF16103___PFAM___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_988___tagatose 1,6-diphosphate aldolase___PRK04161.1___PGAP___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_989___Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit___COG0022___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_98___Maltose phosphorylase___K00691___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_990___Phosphoribosylaminoimidazole (AIR) synthetase___COG0150___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_991___Glycosyltransferase EpsJ___K19427___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_992___Zinc metallochaperone YeiR/ZagA and related GTPases, G3E family___COG0523___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_996___abortive infection resistance protein___pVOG6422___PVOG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_997___Glyoxalase family protein___K15975___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_998___Oligopeptide transport system ATP-binding protein___K15583___KOFam_all_KEGG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_999___GTP 3',8-cyclase (molybdenum cofactor biosynthesis protein MoaA)___COG2896___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_99___penicillin-binding protein PBP1A___strep_PBP1A___PGAP___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_9___Bacterial Ig-like domain (group 3)___PF07523___PFAM___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_2348___Hypothetical___NA___NA___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_2433___Hypothetical___NA___NA___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4041___Hypothetical___NA___NA___NA	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4258___transcriptional repressor___phrog_4___PHROG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5106___endolysin___phrog_291___PHROG___NA	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5210___Tail length tape measure protein___VOG13845___VOG___NA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5325___Hypothetical___NA___NA___vMP5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5389___Cna protein B-type domain___PF05738___PFAM___NA	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5859___Tail length tape measure protein___VOG13845___VOG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5860___tail length tape measure protein___phrog_167___PHROG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5861___Phage terminase-like protein, large subunit, contains N-terminal HTH domain___COG4626___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5862___Hypothetical___NA___NA___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5863___Hypothetical___NA___NA___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5864___Hypothetical___NA___NA___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5865___minor tail protein___phrog_21157___PHROG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5866___SLT domain protein___COG3953___COG___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_2559___Hypothetical___NA___NA___vMP2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_2948___Hypothetical___NA___NA___NA	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3844___Hypothetical___NA___NA___NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4184___Hypothetical___NA___NA___NA	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4321___Hypothetical___NA___NA___NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4326___Cna protein B-type domain___PF05738___PFAM___NA	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5867___Cna protein B-type domain___PF05738___PFAM___NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5868___Cna protein B-type domain___PF05738___PFAM___NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5869___Hypothetical___NA___NA___NA	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5450___Hypothetical___NA___NA___vMP2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5870___Hypothetical___NA___NA___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5871___Cna protein B-type domain___PF05738___PFAM___NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
